"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 02 17:26:04 COT 2020","Thu Jul 02 17:26:09 COT 2020","5023","","","","TestTeamCity.Test","test","test",""
